,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology
2760,7,2339,1157,2,0,7,352,652,1,14,1
5182,7,2983,1604,2,1,7,788,1216,4,6,0
3586,5,2032,533,2,0,7,755,1018,1,5,4
5057,17,3894,1292,5,0,2,940,1384,2,10,1
2836,7,2146,1079,3,0,1,356,1118,2,9,15
84,9,4457,969,3,0,7,467,1086,0,9,1
653,7,4278,615,2,0,1,560,374,3,9,6
5500,7,2563,3,0,0,1,832,351,2,14,16
1025,7,3967,1268,2,0,7,343,303,2,3,16
1176,6,2679,1476,4,1,1,1289,1092,4,9,1
2279,6,1574,1149,1,2,0,328,24,2,5,1
5095,5,3996,486,1,0,7,950,767,2,15,1
691,5,1807,325,2,0,1,28,1246,0,9,6
2501,46,3980,2700,6,0,29,1065,1069,2,3,9
5132,7,216,1284,3,1,7,177,853,0,4,1
3744,8,1987,53,4,0,0,139,1353,1,11,16
289,13,289,2585,5,1,1,288,695,1,8,32
23,7,1377,159,4,1,7,447,1290,2,14,8
3041,7,1203,1812,2,0,2,587,917,1,2,1
729,5,3897,2595,2,3,1,1261,136,0,7,1
1232,9,687,1063,5,0,3,584,861,3,11,1
2450,15,1733,1449,4,0,7,1266,897,2,11,8
4451,6,4197,1257,1,3,7,793,990,1,2,1
2748,6,971,984,2,0,7,351,308,2,11,0
787,35,4233,2637,7,5,8,885,1238,3,12,8
4849,6,2838,2308,3,6,7,64,232,1,9,1
822,6,3014,1471,2,3,7,1065,1069,4,3,9
4651,8,3640,1723,1,0,7,415,585,2,9,1
2109,8,1020,229,3,0,7,1024,844,2,12,1
3838,8,630,1767,2,1,2,616,746,1,5,1
2100,6,1275,144,1,1,1,309,614,2,14,21
5640,14,1426,2169,3,4,6,410,1292,1,6,7
2256,7,510,1193,0,5,7,869,28,0,14,1
2583,5,3659,2252,2,0,7,338,1287,1,10,4
5661,7,2081,418,1,2,0,415,585,2,9,1
5189,16,507,2495,4,1,3,970,366,3,10,1
40,6,2552,379,1,0,7,450,1373,1,8,5
1136,6,2555,128,1,0,7,76,928,2,9,8
4016,10,3092,917,1,5,2,1178,1371,3,4,1
3888,8,1751,1457,2,0,2,487,1306,1,3,1
146,51,210,2780,6,5,27,487,1304,1,12,12
2860,6,2336,1354,1,0,1,358,1052,4,9,8
3608,6,956,2391,1,4,1,758,1329,3,9,1
2567,5,1097,290,5,0,7,338,1287,3,5,9
1893,51,2691,2719,3,0,10,505,1109,1,9,37
5179,20,3468,2256,3,3,5,788,1216,4,6,0
3136,8,1882,915,7,0,7,914,856,2,18,13
148,5,484,1778,1,0,7,487,1304,1,7,1
5507,18,520,267,1,4,2,832,351,2,6,16
3505,7,1720,477,4,1,7,80,1075,4,16,15
4910,7,1425,200,2,0,1,91,528,1,9,1
4151,8,2886,597,2,1,1,1185,1193,3,8,16
2290,7,2823,124,3,1,7,553,1046,1,7,26
2950,9,2592,2346,7,2,7,367,1267,0,13,6
862,6,2501,259,3,0,3,1270,278,0,2,1
4612,6,1024,3,1,0,7,1245,996,0,2,1
2953,7,2053,101,3,0,7,1293,229,0,8,16
2892,10,1505,1722,2,1,1,363,511,2,6,21
3437,5,3578,289,1,2,7,723,1312,2,2,8
1287,5,1126,1330,3,0,1,1294,1056,3,2,1
1039,9,1343,937,1,0,7,576,383,2,6,0
6078,9,3111,449,2,5,1,1098,604,2,12,27
5715,9,2560,226,2,0,7,428,1278,2,4,9
5751,10,4086,748,1,5,7,670,1096,3,9,8
1181,17,1643,2170,11,1,8,903,437,4,14,16
2215,16,3404,2421,2,0,3,546,150,1,3,8
3978,12,4133,1654,2,0,1,490,1381,2,8,34
4707,7,4081,151,2,0,7,420,754,2,11,29
3885,8,1826,2237,3,0,2,487,1306,0,9,1
5082,7,2219,251,1,0,7,945,1001,3,9,8
41,11,3082,1004,4,1,2,450,1373,0,8,1
5118,5,2509,629,1,0,7,956,968,1,12,1
4985,6,965,302,1,2,7,139,1353,2,13,1
3720,13,1723,773,2,3,1,1169,1404,2,4,17
213,5,2790,462,1,0,7,507,1279,1,7,26
1724,15,177,2721,12,3,2,450,1373,2,4,16
1571,7,2411,1438,2,0,3,380,168,1,8,1
4404,12,3040,237,3,6,7,1199,907,2,2,8
5753,5,519,182,1,3,7,671,1228,0,5,1
2504,6,4059,418,5,1,2,1065,1069,2,2,1
369,9,1736,2329,5,0,1,1015,115,2,7,8
2572,5,3991,1438,7,3,7,338,1287,2,6,9
5938,17,1652,448,2,1,1,1145,1284,2,11,1
1012,5,1488,1785,3,1,7,890,1338,1,8,24
2554,6,469,404,1,0,7,53,894,2,8,1
42,13,1824,410,2,2,3,450,1373,3,4,3
607,5,1745,57,1,0,7,553,1046,0,10,1
1100,11,1549,2164,5,0,1,354,1138,2,8,1
2677,5,4206,261,1,3,1,341,727,2,5,32
6079,11,844,408,1,0,7,1098,604,3,9,27
2585,6,57,1441,7,0,7,338,1287,3,5,1
2352,9,402,2095,7,1,4,28,1246,3,11,13
1964,6,1361,1637,4,0,7,6,948,1,12,34
157,14,4389,2621,3,2,4,487,1304,1,11,17
339,12,1461,2415,3,2,7,297,1079,3,5,0
3549,5,499,623,2,0,7,91,528,1,6,16
5011,10,3464,739,1,0,2,160,688,4,6,1
2261,5,1672,1671,2,0,1,550,791,2,5,8
240,11,4129,1712,1,2,4,513,1274,3,9,8
1425,5,4139,1837,2,1,7,369,707,4,8,15
5853,6,4438,110,2,0,7,693,1377,2,2,1
4980,10,1460,254,2,0,1,137,964,2,9,21
5657,11,1140,851,5,1,7,412,1045,2,8,26
13,19,2134,2787,2,0,8,442,661,3,9,1
325,10,3550,1241,5,0,7,293,1361,3,11,15
5992,5,719,87,2,2,1,769,416,2,11,13
474,6,1808,1745,2,0,7,18,709,1,3,1
264,86,2690,2773,9,0,28,520,548,3,6,29
496,5,2239,1038,3,0,7,858,804,2,7,15
31,7,3167,1457,6,0,1,447,1290,4,9,1
5528,7,2202,1939,1,0,1,247,898,4,11,15
5238,8,338,103,2,0,7,211,906,1,8,1
3565,16,2837,2432,4,2,3,96,1399,4,9,0
4138,5,3341,90,1,1,7,1185,1193,2,1,0
5446,6,467,1062,2,1,1,723,1312,1,5,9
909,6,3152,138,3,0,7,338,1287,1,3,8
468,7,88,408,3,1,1,542,1319,2,11,15
2493,6,3014,1471,2,3,7,1065,1069,4,3,9
3927,5,3777,39,1,0,7,211,906,3,8,0
1140,5,1177,15,1,0,7,1287,216,1,10,1
4526,10,3181,1867,2,0,2,272,541,1,3,1
2039,5,3832,288,1,0,1,8,1053,1,10,1
4886,5,3097,786,2,0,7,77,832,2,4,1
2778,81,3454,2702,13,1,26,355,1245,3,13,15
5004,10,3429,1057,1,3,2,924,1376,2,6,0
5703,13,1455,678,1,2,7,425,627,4,11,8
3653,13,3479,1334,3,0,7,112,940,1,15,1
5726,6,645,129,3,0,7,741,838,2,10,15
1490,5,3053,289,1,1,7,91,528,1,7,1
522,7,2875,201,1,1,2,1035,1260,2,10,1
2616,12,1820,2299,2,2,7,1273,584,3,19,0
5898,5,465,66,1,0,7,1140,426,3,14,8
2785,6,3494,1431,2,0,7,75,1288,3,2,0
2002,5,1593,1633,2,0,7,527,346,1,4,1
266,5,594,960,2,2,7,521,53,3,4,26
1019,9,4105,1620,3,1,7,890,1338,2,9,8
3367,6,4331,383,0,0,7,14,724,4,5,26
1771,6,1274,483,3,0,7,467,1086,0,15,1
4190,10,1939,1466,2,5,1,398,342,4,5,13
1733,5,392,2453,2,0,1,450,1373,2,5,8
2991,15,211,1440,4,0,12,1322,1220,2,8,0
5006,7,2873,280,3,3,7,157,878,2,4,9
527,6,2600,721,1,0,1,321,955,2,7,13
1640,5,652,220,2,5,7,383,409,1,10,17
2641,5,1284,978,3,4,7,890,1338,3,12,4
5466,6,61,2372,3,3,4,723,1312,2,11,7
5287,10,1196,430,2,3,4,987,1172,2,14,3
4310,8,2667,1550,2,0,2,789,263,2,5,12
2454,6,3307,304,1,2,7,38,370,1,5,0
1743,8,3004,1848,1,0,7,452,648,3,22,15
2497,9,1913,2348,4,11,1,1065,1069,4,7,9
1948,86,2690,2773,9,0,28,520,548,3,6,29
4477,5,2946,847,1,0,7,970,366,2,24,32
5622,7,44,278,1,1,1,260,1213,3,18,1
5353,7,1806,372,1,2,1,1007,873,3,7,8
1465,10,4235,1402,3,1,8,911,420,4,6,8
4232,9,570,770,2,3,1,786,85,1,7,7
816,8,1840,304,5,0,1,1063,1002,2,12,23
5543,8,1174,1694,2,3,7,837,1064,0,7,1
3559,5,1366,1380,1,0,7,742,162,3,12,1
4596,9,4283,291,3,2,2,806,1224,2,4,26
1740,3,3473,1226,5,3,1,450,1373,2,6,0
153,9,4362,2448,2,1,3,487,1304,1,6,1
2169,17,2141,2384,4,2,1,542,1319,2,7,26
3122,10,1463,2254,4,2,7,372,91,3,6,0
5843,8,4272,239,2,3,1,689,533,1,3,8
5031,7,449,1526,1,0,7,929,391,1,13,1
3337,7,1537,1849,1,0,1,923,1089,0,16,1
519,5,1157,787,2,2,7,321,955,2,13,1
2115,10,2471,437,2,0,1,312,1269,1,10,30
4325,7,3079,228,1,2,1,954,473,1,13,0
1222,59,2564,2753,7,0,14,362,1117,0,5,27
5523,13,1103,1211,1,1,1,835,759,2,5,9
2679,6,1019,127,3,0,7,341,727,2,4,0
4998,7,1626,1277,1,1,1,153,946,4,10,4
5897,7,4382,1111,1,0,1,1140,426,2,3,8
3510,11,371,1948,6,0,4,80,1075,4,8,15
4380,53,3352,2712,7,5,13,791,1041,4,13,1
4370,7,1380,1672,1,0,2,252,801,1,5,1
5339,6,3806,1394,1,1,1,806,1224,2,5,16
1725,6,2552,379,1,0,7,450,1373,1,8,5
3004,5,2877,57,1,1,7,1295,184,2,9,1
2854,63,1376,2736,3,4,15,905,914,2,3,8
4243,7,1383,632,1,0,7,1196,1250,3,6,1
836,23,3871,2256,1,1,1,1065,1069,3,5,9
3023,8,3856,646,3,1,1,585,1320,2,10,0
4846,13,1350,1422,2,2,7,56,429,2,8,30
2068,5,364,1303,2,1,7,541,252,1,5,1
5748,8,3658,1734,2,2,7,669,865,2,9,1
5332,9,3238,1477,2,0,1,999,208,2,2,3
4331,8,3683,915,2,0,7,1223,1258,2,12,1
1656,7,1618,2588,1,6,1,923,1089,1,6,1
5063,6,3031,1267,3,1,1,170,183,4,8,30
2468,6,2290,405,3,0,7,569,918,2,7,4
2745,8,1045,1151,3,0,1,348,47,1,11,1
790,5,1616,271,2,0,7,40,1097,2,10,9
4250,6,407,2033,4,0,7,1218,592,1,4,1
4110,9,3330,632,2,2,1,1185,1193,2,5,8
400,5,1327,167,1,2,7,1022,1389,4,10,8
3099,7,3880,553,1,0,7,588,1383,2,3,1
3929,10,373,940,1,0,1,488,1345,1,5,18
2224,6,194,1662,3,2,7,322,129,1,6,8
4618,7,1988,1029,2,0,7,412,1045,2,13,26
2348,8,2794,1838,4,1,7,28,1246,4,4,8
2238,22,1412,2049,10,8,6,1040,203,4,11,8
4308,8,1482,661,0,0,7,245,1296,4,14,1
4685,5,255,1150,3,2,7,1213,566,1,2,15
4995,6,2656,1219,5,0,7,149,1015,1,5,17
5172,13,1372,1403,1,2,2,788,1216,3,5,8
4247,17,984,1645,7,0,8,1218,592,1,3,1
3514,7,3179,1056,1,0,4,80,1075,3,6,6
2593,6,2729,83,2,1,7,338,1287,2,4,1
5676,5,2066,1222,1,1,0,421,245,1,14,1
2646,5,1047,125,1,0,7,62,328,2,9,1
5438,5,2378,306,1,0,7,815,285,2,8,16
5470,7,1585,55,1,0,1,723,1312,1,9,1
4422,6,528,543,0,5,7,1231,333,1,10,15
2294,14,3830,2028,4,0,7,871,915,2,13,1
5648,16,3227,2054,6,4,6,410,1292,1,9,9
476,5,2788,1818,2,2,7,314,461,0,6,1
465,5,87,49,2,2,7,542,1319,2,11,1
1899,9,2044,270,3,0,7,507,1279,2,2,15
9,6,99,652,4,0,7,441,1028,1,7,8
5612,17,869,1345,5,2,2,403,945,2,11,8
4632,5,2184,90,1,0,7,807,534,0,6,1
3658,8,2710,901,0,4,7,114,1212,1,8,1
710,8,1014,794,4,4,1,29,1252,3,8,1
1323,5,2626,1113,3,0,7,1322,1220,1,9,15
1983,8,1809,625,1,0,7,289,1155,1,11,16
1920,15,2759,1716,1,3,1,1003,1133,2,11,7
5916,15,2582,2196,2,0,2,1143,666,4,4,15
835,13,4238,2468,4,4,6,1065,1069,4,4,9
1985,5,193,149,4,0,7,289,1155,0,17,1
3800,11,996,372,2,2,4,192,852,3,14,1
5589,5,3000,163,1,1,7,401,750,1,12,16
3713,5,4449,935,1,3,7,133,1013,2,8,36
245,8,686,1048,6,3,3,283,1346,3,12,1
4492,9,4354,366,2,0,7,1204,783,4,12,16
4638,5,3641,582,1,0,7,667,758,2,6,1
319,5,379,745,1,0,7,527,346,3,6,1
4709,5,639,168,1,0,7,671,1228,0,8,1
2579,6,3152,138,3,0,7,338,1287,1,3,8
5506,7,1403,1050,1,4,2,245,1296,4,9,16
4565,7,1184,82,1,3,0,273,876,4,12,9
5328,5,3786,175,1,0,7,1122,893,2,5,1
2969,7,1844,1343,1,0,7,1295,184,3,9,32
3414,6,3329,132,0,0,7,44,1391,0,11,1
3403,6,754,1013,0,0,7,38,372,1,8,1
3660,6,207,36,1,0,7,115,1282,3,15,0
2386,6,3050,782,3,1,7,874,884,2,9,26
3869,9,2826,1844,1,0,2,1175,1294,1,9,27
2997,6,2845,1962,1,0,1,1323,95,4,12,15
4262,8,350,1542,1,0,7,533,1183,3,7,15
3833,10,3983,1925,1,2,2,612,892,2,9,1
412,9,4394,274,2,0,7,1022,1389,3,5,1
5374,33,39,2727,3,0,9,617,995,1,9,27
5096,6,2814,209,1,3,1,187,1249,1,9,4
2402,8,2611,2251,1,1,2,563,743,1,7,16
2418,13,3211,2710,10,5,3,878,656,1,9,13
1500,8,273,460,2,0,1,1074,1236,3,10,0
3401,11,3943,456,1,2,3,38,372,0,5,1
6098,17,82,1343,6,4,4,310,1310,3,5,9
5,5,1854,1579,2,1,7,439,640,2,7,37
2920,7,3423,422,1,2,7,80,1073,2,7,4
2060,12,3409,2688,7,0,1,538,1161,1,12,4
5593,7,1071,599,3,1,7,253,633,0,3,1
1736,5,2499,2217,2,0,7,450,1373,3,9,33
840,6,1411,915,1,0,1,48,1187,1,6,1
5555,6,2761,173,1,0,7,250,489,3,4,17
1747,6,4391,175,1,0,7,455,83,1,13,1
1674,8,1536,1799,3,9,8,923,1089,3,6,2
1793,14,471,1995,4,0,4,472,817,3,7,1
4430,6,1499,760,1,0,1,964,423,4,7,15
3994,5,3396,512,2,0,7,221,1351,2,4,31
2127,6,2695,996,1,1,1,312,1269,4,9,30
1684,8,2272,553,4,0,1,97,1077,2,10,1
4336,7,349,1458,3,0,7,247,898,2,5,15
938,5,2900,57,1,1,7,338,1287,1,13,16
5493,5,2671,21,1,0,7,828,181,2,22,15
1932,18,711,2200,3,0,2,1006,415,0,6,16
5547,8,4399,1086,1,0,1,1128,1364,2,8,1
5890,6,3160,50,0,0,7,709,132,1,14,14
6100,7,2446,616,1,4,1,312,1272,3,7,13
629,5,2944,735,2,0,7,26,417,1,16,16
4766,10,3264,1886,3,0,7,424,1363,1,8,1
4056,5,716,2279,2,0,7,229,781,2,9,1
650,7,3285,2352,4,2,7,872,1253,2,4,1
3749,5,2598,43,3,0,7,1169,1404,3,8,23
3229,5,3034,508,1,2,7,1076,32,1,7,0
3959,6,1825,146,1,0,7,633,1160,3,10,1
3548,9,3457,336,1,0,1,91,528,2,12,1
5447,6,523,2313,5,1,2,723,1312,1,3,8
5255,8,1516,2311,2,0,3,1113,703,1,4,8
5153,7,2360,620,0,0,2,962,808,2,14,1
3900,42,3624,2560,3,0,10,629,764,1,6,1
5425,7,953,1113,3,2,7,814,1354,3,12,30
2835,6,3544,57,2,3,1,356,1118,3,10,33
4597,8,3985,156,2,0,2,806,1224,2,5,1
2865,9,3723,2312,4,1,1,1314,73,4,9,8
4123,6,3476,981,1,0,7,387,387,4,9,1
5682,20,4072,2592,1,1,3,423,1375,3,14,27
1175,5,1841,2236,3,0,7,1289,1092,1,8,18
567,11,1595,1376,4,1,1,1045,1024,2,7,1
5285,8,2815,1840,4,2,5,220,736,1,10,26
3332,7,3368,336,5,3,1,597,1222,0,6,1
329,6,2384,115,2,0,7,6,948,3,5,4
239,10,636,1443,2,1,1,513,1274,3,16,8
5357,7,2224,272,3,1,7,1344,34,1,3,1
1123,8,2274,921,2,0,7,76,928,2,7,15
5174,5,2068,666,1,2,7,788,1216,1,6,1
4302,6,2417,170,1,2,1,1196,1250,2,5,8
2368,12,1798,2424,3,3,3,28,1246,1,11,6
202,8,972,62,2,2,7,501,970,0,8,1
2212,23,2986,2494,5,0,9,546,150,2,4,1
4357,8,2057,992,0,5,7,1196,1250,4,7,1
4434,6,2196,253,2,1,7,1235,167,3,3,16
3057,15,1340,2009,2,0,0,588,1383,3,3,1
2553,5,2551,92,2,1,7,338,1287,1,5,21
5021,5,2651,1274,1,0,7,163,448,4,11,1
2377,7,262,542,2,0,7,1259,687,1,17,1
4058,8,595,2172,2,0,2,230,786,3,5,8
2803,8,2413,918,5,1,2,76,928,2,6,1
1475,6,862,2070,3,0,3,588,1383,1,2,1
471,6,4293,424,1,0,7,18,709,1,6,8
808,5,2766,57,1,1,7,335,398,0,9,1
2038,11,1332,386,1,1,7,297,1079,2,9,1
1880,6,191,1905,5,0,7,498,1147,2,10,27
767,14,4049,2479,5,0,6,1057,1134,2,2,1
3822,6,4251,424,0,0,1,610,904,3,4,4
428,8,1020,229,3,0,7,1024,844,2,12,1
5942,5,516,240,2,0,7,1147,367,4,13,30
4613,7,4467,211,0,1,7,1245,996,0,5,30
2738,8,3084,1471,1,0,2,577,814,2,6,27
3949,13,4132,1371,1,5,1,212,375,3,10,0
4858,5,1725,694,2,0,1,67,1094,3,8,8
566,13,3701,2434,3,0,3,1044,294,3,10,9
2756,5,2305,85,1,1,7,579,200,1,3,22
3475,6,4328,1218,3,1,7,67,1094,3,8,8
1408,13,1158,1402,3,0,5,588,1383,4,5,1
1758,5,3089,467,4,0,7,461,1198,2,5,1
273,27,2015,1286,5,14,2,1008,1392,3,9,9
777,6,2364,1052,3,0,1,1266,897,3,11,1
4363,18,1321,2774,3,1,7,541,254,1,10,1
4337,6,3234,2016,1,0,7,247,898,3,7,15
2277,5,2644,1125,5,1,7,870,762,2,9,1
4017,9,2511,442,3,0,2,1178,1371,4,3,1
2606,5,1493,461,3,0,7,338,1287,0,10,1
2779,10,2962,2127,10,2,2,355,1245,3,4,15
5560,45,2608,2639,4,0,14,645,991,2,7,29
5365,19,676,2082,4,10,4,613,304,3,4,29
284,7,664,1732,2,2,2,287,11,2,3,1
3350,5,4026,1616,2,0,7,0,1237,1,8,8
716,8,1804,1474,3,1,2,874,884,4,11,1
80,16,3163,1627,3,1,6,466,166,1,6,1
34,29,3351,2508,6,0,13,448,1337,3,12,1
5042,7,1606,1164,1,1,1,934,615,2,6,11
2016,14,2334,2228,8,1,2,528,152,3,8,1
620,5,200,87,3,0,7,553,1046,2,18,13
5369,6,1172,353,1,0,7,615,163,1,5,1
2882,7,2792,1855,3,0,1,1290,542,1,15,8
2797,28,3953,2707,3,1,13,1313,1335,2,5,4
1183,19,94,2429,8,2,6,904,619,2,15,16
3255,7,2255,834,1,0,1,1083,843,1,7,1
1106,5,3695,149,1,0,7,355,1245,3,7,15
5117,5,4261,659,2,4,7,956,968,4,7,8
1442,11,3622,1642,3,0,7,588,1383,1,2,1
954,29,176,2315,11,0,16,1275,869,1,9,28
1544,5,582,124,2,0,7,915,14,3,9,8
1926,5,3743,48,1,0,7,514,40,2,15,1
3285,8,3373,1128,2,0,1,919,1277,2,6,1
3997,11,1204,1763,2,0,2,223,64,1,5,1
371,6,2865,876,3,0,1,1016,281,2,4,1
1535,5,3308,429,2,0,1,1074,1236,2,5,8
1099,6,143,1258,1,0,2,580,1244,2,12,8
2676,6,2892,158,1,0,7,341,727,3,4,4
4770,16,2022,898,3,0,6,0,1237,4,15,6
248,18,711,2200,3,0,2,1006,415,0,6,16
5403,11,1726,1920,3,1,3,1019,1209,2,5,14
895,6,2810,1617,4,0,7,572,700,2,7,36
3664,5,2709,575,2,0,1,115,1282,1,5,6
4269,7,2393,804,1,0,7,648,643,1,6,8
3216,15,2688,1726,3,1,6,1328,55,3,3,9
4921,7,2150,96,1,0,1,93,753,3,7,0
5796,21,3673,2581,3,0,3,755,1018,1,5,1
3634,5,2419,207,2,1,7,772,691,1,11,6
4369,15,4409,2173,1,1,1,251,1233,2,9,1
413,5,2819,1201,2,2,7,1022,1389,2,11,1
217,9,2225,1287,5,1,3,507,1279,2,2,26
5422,24,1873,2288,6,2,27,814,1354,2,4,1
5391,25,2652,2337,3,0,8,1011,204,2,7,8
1218,19,2532,2536,3,1,1,907,1022,2,12,1
3686,14,2183,2521,3,2,2,121,1180,1,7,6
511,6,729,1172,1,0,7,317,388,1,6,1
1825,14,2270,2749,4,1,3,487,1304,0,3,12
4396,6,2029,566,2,0,7,1227,1308,3,5,26
1782,5,1912,1279,4,0,7,469,789,4,12,8
4737,9,3056,1332,1,0,1,424,1363,1,16,1
5926,5,3426,23,2,0,7,759,291,0,13,30
1583,5,4102,385,1,0,7,1081,308,3,7,1
4619,9,1896,2580,5,1,2,412,1045,2,7,21
198,7,56,126,3,0,7,501,970,1,9,1
2513,5,3666,1508,2,0,7,1065,1069,1,6,1
2123,9,1060,1686,1,2,2,312,1269,2,6,16
1945,6,3290,1071,2,0,7,283,1346,3,10,18
2691,80,2789,2547,24,5,27,342,882,1,7,1
5187,5,4468,880,4,0,7,788,1216,2,9,1
3087,6,4076,168,1,1,7,1301,607,1,14,16
2259,6,1822,1772,1,0,7,870,762,1,9,1
1613,12,1017,1643,4,0,2,1337,836,3,6,1
2113,9,2921,721,1,0,2,312,1269,3,8,1
4062,9,673,695,1,0,1,927,1205,3,4,8
1568,5,784,362,1,2,7,1306,537,2,4,1
5880,8,870,190,1,0,1,702,1037,2,11,27
2102,5,4022,336,3,1,7,1022,1389,0,13,27
6136,5,2200,767,2,5,7,1100,874,1,14,1
1370,12,3719,1128,2,0,2,368,468,3,10,1
3235,14,197,2514,3,0,1,378,975,4,11,8
5080,8,2221,26,1,3,1,945,1001,1,1,0
1006,5,865,298,1,0,7,341,727,1,9,1
537,16,3404,2421,2,0,3,546,150,1,3,8
408,7,2338,790,1,0,1,309,614,2,9,30
2472,5,3931,534,1,2,7,886,662,2,11,1
5313,9,918,565,2,4,1,991,726,4,4,15
3048,13,3950,1792,4,2,4,588,1383,2,1,1
5300,7,1248,353,2,0,7,229,781,1,6,1
1158,6,3528,358,2,3,7,898,4,3,8,1
4551,8,3706,1200,3,0,7,978,80,3,7,0
1862,7,623,1742,1,0,2,490,1380,2,18,34
4951,6,2316,1400,2,1,7,115,1282,4,4,0
1480,10,2730,1989,2,0,2,588,1383,1,2,1
1338,5,2876,89,1,0,7,1295,184,2,10,1
4928,52,1832,2556,3,0,16,96,1399,2,11,1
3412,10,2370,2207,0,0,0,44,1391,2,7,9
3704,6,715,1082,1,2,7,125,756,3,8,1
4489,6,1299,934,2,10,7,543,201,3,11,7
3187,6,368,1802,1,1,7,592,704,1,3,1
5137,11,1874,1021,1,2,2,960,1289,2,8,6
4902,5,1249,1315,1,0,7,83,1202,3,7,8
1576,5,2806,126,1,0,7,381,1259,3,13,10
4633,5,3705,892,1,0,7,666,1336,3,12,6
2761,10,2288,1679,3,0,3,352,652,0,8,1
4521,13,940,2464,0,4,7,1207,690,3,7,13
2266,77,3289,2802,18,0,32,552,670,3,11,16
5666,5,644,1823,1,3,7,416,1168,1,2,1
4355,8,2973,1397,1,0,7,1196,1250,4,3,8
4644,7,3272,809,2,6,7,1211,1299,1,6,13
5949,87,843,2810,10,4,46,852,1135,2,8,1
1924,11,4129,1712,1,2,4,513,1274,3,9,8
832,6,1573,884,3,0,2,1065,1069,3,3,27
4964,8,1776,719,3,0,1,123,1327,3,13,1
3278,12,1017,1643,4,0,2,1337,836,3,6,1
3024,37,2535,2738,7,3,8,585,1320,3,11,8
2629,5,3052,1313,5,9,7,890,1338,3,7,0
3577,6,166,592,1,0,7,751,321,4,7,36
20,14,2195,461,3,0,8,446,952,1,6,1
1210,6,3574,635,4,0,7,1290,542,0,12,1
5924,6,3570,242,1,0,1,711,807,0,13,1
797,6,2290,405,3,0,7,569,918,2,7,4
556,5,2728,1249,2,0,7,22,1082,2,8,1
3419,11,1600,1514,4,0,4,48,1190,1,5,1
2528,10,1696,289,3,0,3,338,1287,1,9,1
2825,8,3301,742,1,2,0,1313,1335,1,4,6
792,4,1857,1360,4,0,2,40,1097,2,9,36
2417,5,1715,1903,2,0,7,878,656,1,12,1
4238,16,3236,1762,1,1,2,240,197,4,8,8
2479,5,2766,57,1,1,7,335,398,0,9,1
2955,6,1797,1079,1,0,7,1295,184,1,7,32
2163,7,3456,1278,1,2,1,315,1356,2,7,1
4924,12,840,81,0,7,1,96,1399,3,4,8
4524,6,3197,191,0,4,7,271,529,2,6,1
481,6,24,33,1,0,1,542,1319,2,5,1
1202,6,2208,2258,4,0,1,358,1052,4,2,15
5927,7,3096,2037,1,1,1,761,191,0,6,1
4048,7,878,495,1,3,7,927,1205,3,7,8
1511,7,2425,2374,3,0,7,588,1383,2,4,15
5501,11,3445,1902,3,0,1,244,1365,3,6,4
2326,14,2238,2579,3,1,3,28,1246,4,8,0
1668,7,3368,336,5,3,1,597,1222,0,6,1
2309,9,246,551,3,0,1,558,932,4,2,1
979,6,1768,2682,4,1,7,340,1153,3,14,1
1685,5,1190,75,1,2,7,1343,1105,1,5,3
4460,6,3577,238,2,0,2,1236,175,4,6,8
5242,18,1668,1803,3,0,3,211,906,4,6,1
4485,16,1303,2538,6,1,2,542,1321,1,9,1
923,6,2729,83,2,1,7,338,1287,2,4,1
3693,6,1150,715,1,2,7,1167,260,1,3,1
4140,11,3762,1064,2,0,2,513,1275,2,10,8
4023,7,4199,376,0,0,7,381,1264,2,17,10
1379,6,3678,1757,4,0,1,588,1383,1,2,1
3014,5,31,346,3,1,7,367,1267,0,7,1
2486,18,437,856,5,0,1,571,1017,1,6,1
5658,7,4188,477,1,0,7,413,111,0,4,1
6119,6,3827,239,2,0,7,1158,1104,1,8,6
1968,7,664,1732,2,2,2,287,11,2,3,1
1727,13,1824,410,2,2,3,450,1373,3,4,3
4366,6,3312,61,1,2,0,1225,1116,4,9,1
2939,23,1879,2139,6,0,8,585,1320,1,10,1
1231,6,561,1605,2,0,7,1291,634,2,5,1
1146,6,2489,210,2,0,7,1289,1092,3,6,8
295,8,267,1839,2,0,1,289,1155,2,9,36
1147,21,313,2606,3,0,11,1289,1092,2,9,8
4834,13,242,2223,4,6,2,41,253,1,6,16
1169,6,1142,1342,1,0,7,356,1118,3,9,15
3494,9,4253,1359,4,0,7,730,1191,2,2,9
779,15,1733,1449,4,0,7,1266,897,2,11,8
4198,8,4265,300,1,0,7,784,431,3,7,1
4469,8,2867,1418,2,0,1,1202,984,4,8,1
6092,6,3223,52,1,0,0,1099,839,0,5,3
4839,6,3521,475,1,0,7,48,1190,1,4,2
473,5,2385,233,1,0,7,18,709,0,5,1
3905,7,36,191,2,0,7,160,688,2,4,30
4845,12,1670,2124,2,1,7,55,972,4,11,18
2303,7,2003,879,2,0,3,26,417,3,6,13
5712,23,1120,2245,2,2,3,1066,641,2,10,1
1033,6,2487,709,1,0,7,345,550,2,12,34
2919,9,2645,2381,4,0,7,80,1073,1,8,17
3331,9,3151,2048,1,1,1,597,1222,3,9,8
2423,18,179,2607,3,0,1,880,768,4,5,1
