,Unnamed: 0,Score,CreationDate,ViewCount,AnswerCount,CommentCount,FavoriteCount,AskerId,Reputation,TagCount,TitleLength,Technology,cluster
2387,5398,8,4112,175,0,1,1,718,411,3,5,15,1
2388,6130,6,3699,1076,2,0,7,778,1316,3,8,1,1
2389,4550,8,3315,1220,1,0,7,974,402,3,5,4,1
2390,1233,102,1628,2816,15,3,48,584,861,4,3,17,0
2391,2269,7,1890,771,1,1,7,327,212,1,7,1,0
2392,5933,6,597,107,1,0,7,431,748,4,16,1,0
2393,3804,13,1237,724,6,2,2,606,319,1,11,15,0
2394,1281,5,3407,407,1,0,1,367,1267,2,5,17,1
2395,4864,9,4202,773,2,1,0,67,1094,2,7,18,1
2396,1449,5,614,648,1,0,7,1326,626,4,11,36,0
2397,83,16,1507,1167,7,1,8,467,1086,2,5,1,0
2398,1005,5,2087,58,2,0,7,341,727,3,3,0,0
2399,5267,6,2280,2629,1,0,2,390,523,3,9,15,0
2400,1105,6,4342,1455,2,2,7,580,1244,2,4,37,1
2401,2960,5,1948,238,1,0,7,1295,184,2,5,1,0
2402,1217,5,3588,617,1,0,7,1290,542,0,5,4,1
2403,5692,5,2449,2056,1,0,7,1059,742,4,5,26,1
2404,5435,5,2063,216,1,0,7,814,1354,2,12,1,0
2405,5430,16,4189,1841,1,3,7,637,1123,2,16,21,1
2406,5820,8,359,1964,3,0,1,686,1102,3,15,8,0
2407,5111,14,1835,1003,4,0,2,192,852,2,9,16,0
2408,2657,6,3025,889,1,0,7,1283,195,1,8,1,1
2409,359,7,2642,1667,2,0,1,297,1079,3,8,4,1
2410,6011,6,4244,1014,2,4,7,1085,956,4,6,9,1
2411,2988,14,1660,2461,11,1,8,585,1320,2,10,18,0
2412,3097,8,4388,1077,1,2,1,588,1383,2,4,17,1
2413,5454,6,2377,1287,1,0,7,1022,1390,3,3,16,1
2414,5847,58,2434,2775,1,6,35,284,1192,2,6,1,1
2415,3726,7,1448,1770,1,0,7,136,1016,1,8,8,0
2416,5836,7,3294,664,4,0,1,687,993,4,8,1,1
2417,707,7,2110,2525,2,0,1,1259,687,4,18,1,0
2418,1077,5,1876,170,1,0,7,349,266,2,10,9,0
2419,712,6,2538,483,2,0,1,29,1252,2,12,1,1
2420,5114,7,4385,1103,2,0,7,196,957,1,6,1,1
2421,1706,7,123,1719,4,0,7,447,1290,1,19,1,0
2422,833,6,4059,418,5,1,2,1065,1069,2,2,1,1
2423,3950,5,4269,1196,2,0,7,212,375,2,11,1,1
2424,2003,5,379,745,1,0,7,527,346,3,6,1,0
2425,3699,5,781,947,1,3,7,1167,260,1,15,15,0
2426,2175,5,2239,1038,3,0,7,858,804,2,7,15,1
2427,5292,10,3611,2003,2,3,1,222,292,0,10,1,1
2428,3456,6,3232,462,1,0,7,65,890,3,8,0,1
2429,741,7,1674,1351,3,0,7,878,656,4,10,1,0
2430,186,9,4363,1242,2,0,7,494,824,2,10,1,1
2431,271,8,1877,1629,1,0,7,6,948,2,6,27,0
2432,2888,12,2112,486,1,0,3,1318,22,3,11,1,0
2433,1955,8,1877,1629,1,0,7,6,948,2,6,27,0
2434,655,8,249,2089,1,2,1,28,1246,4,11,4,0
2435,1962,10,456,2357,4,0,4,523,942,1,9,15,0
2436,4290,6,3293,317,2,0,7,1221,452,1,5,34,1
2437,5864,6,612,377,1,1,7,695,1035,1,6,1,0
2438,177,7,777,332,2,0,0,490,1380,1,7,1,0
2439,3814,7,3630,365,1,0,7,205,1211,3,11,1,1
2440,2752,21,2386,2638,11,0,6,893,1098,3,7,8,1
2441,2129,21,2111,2408,4,7,11,1026,590,3,6,1,0
2442,1732,4,1868,289,1,0,7,450,1373,0,6,1,0
2443,3195,7,3602,114,2,0,7,1074,1236,1,5,8,1
2444,4650,9,438,1337,6,5,1,810,1176,0,6,1,0
2445,5711,9,4218,150,1,4,7,1065,1072,3,8,9,1
2446,704,35,1400,2062,10,5,21,562,1324,2,10,1,0
2447,3799,17,3058,665,1,0,7,192,852,2,9,1,1
2448,3650,6,422,146,1,0,7,778,1316,2,9,1,0
2449,4977,5,227,1023,4,0,7,136,1016,1,13,4,0
2450,4822,5,2266,239,1,7,7,32,1379,3,5,0,1
2451,2770,8,813,458,3,0,7,354,1138,1,11,1,0
2452,1866,6,2048,543,2,2,7,491,37,2,4,2,0
2453,562,5,264,235,4,0,7,1040,203,3,9,1,0
2454,5729,5,2513,492,1,0,7,1069,693,0,15,1,1
2455,1661,5,2427,246,2,1,7,1309,26,2,6,1,1
2456,2233,5,4323,1425,2,0,7,22,1082,3,11,4,1
2457,6029,7,2037,267,1,4,7,714,1085,0,2,1,0
2458,1047,5,4048,1765,2,0,0,65,888,2,11,8,1
2459,1144,6,451,1444,1,0,1,896,135,4,12,1,0
2460,4443,10,348,1161,2,1,7,262,130,3,9,1,0
2461,2255,5,1705,1870,2,0,1,868,393,1,7,0,0
2462,1712,5,2585,379,1,0,7,447,1290,0,11,1,1
2463,5825,7,3834,501,1,0,7,686,1102,1,11,3,1
2464,2465,6,1714,1862,3,0,7,1060,27,1,7,13,0
2465,1622,6,3257,764,3,0,1,1085,954,4,9,0,1
2466,4038,6,1233,240,1,0,7,1178,1371,1,4,1,0
2467,189,7,3926,503,2,5,7,494,824,2,7,27,1
2468,775,5,4321,83,1,0,7,1266,897,4,12,8,1
2469,2760,7,2339,1157,2,0,7,352,652,1,14,1,1
2470,5182,7,2983,1604,2,1,7,788,1216,4,6,0,1
2471,3586,5,2032,533,2,0,7,755,1018,1,5,4,0
2472,5057,17,3894,1292,5,0,2,940,1384,2,10,1,1
2473,2836,7,2146,1079,3,0,1,356,1118,2,9,15,0
2474,84,9,4457,969,3,0,7,467,1086,0,9,1,1
2475,653,7,4278,615,2,0,1,560,374,3,9,6,1
2476,5500,7,2563,3,0,0,1,832,351,2,14,16,1
2477,1025,7,3967,1268,2,0,7,343,303,2,3,16,1
2478,1176,6,2679,1476,4,1,1,1289,1092,4,9,1,1
2479,2279,6,1574,1149,1,2,0,328,24,2,5,1,0
2480,5095,5,3996,486,1,0,7,950,767,2,15,1,1
2481,691,5,1807,325,2,0,1,28,1246,0,9,6,0
2482,2501,46,3980,2700,6,0,29,1065,1069,2,3,9,1
2483,5132,7,216,1284,3,1,7,177,853,0,4,1,0
2484,3744,8,1987,53,4,0,0,139,1353,1,11,16,0
2485,289,13,289,2585,5,1,1,288,695,1,8,32,0
2486,23,7,1377,159,4,1,7,447,1290,2,14,8,0
2487,3041,7,1203,1812,2,0,2,587,917,1,2,1,0
2488,729,5,3897,2595,2,3,1,1261,136,0,7,1,1
2489,1232,9,687,1063,5,0,3,584,861,3,11,1,0
2490,2450,15,1733,1449,4,0,7,1266,897,2,11,8,0
2491,4451,6,4197,1257,1,3,7,793,990,1,2,1,1
2492,2748,6,971,984,2,0,7,351,308,2,11,0,0
2493,787,35,4233,2637,7,5,8,885,1238,3,12,8,1
2494,4849,6,2838,2308,3,6,7,64,232,1,9,1,1
2495,822,6,3014,1471,2,3,7,1065,1069,4,3,9,1
2496,4651,8,3640,1723,1,0,7,415,585,2,9,1,1
2497,2109,8,1020,229,3,0,7,1024,844,2,12,1,0
2498,3838,8,630,1767,2,1,2,616,746,1,5,1,0
2499,2100,6,1275,144,1,1,1,309,614,2,14,21,0
2500,5640,14,1426,2169,3,4,6,410,1292,1,6,7,0
2501,2256,7,510,1193,0,5,7,869,28,0,14,1,0
2502,2583,5,3659,2252,2,0,7,338,1287,1,10,4,1
2503,5661,7,2081,418,1,2,0,415,585,2,9,1,0
2504,5189,16,507,2495,4,1,3,970,366,3,10,1,0
2505,40,6,2552,379,1,0,7,450,1373,1,8,5,1
2506,1136,6,2555,128,1,0,7,76,928,2,9,8,1
2507,4016,10,3092,917,1,5,2,1178,1371,3,4,1,1
2508,3888,8,1751,1457,2,0,2,487,1306,1,3,1,0
2509,146,51,210,2780,6,5,27,487,1304,1,12,12,0
2510,2860,6,2336,1354,1,0,1,358,1052,4,9,8,1
2511,3608,6,956,2391,1,4,1,758,1329,3,9,1,0
2512,2567,5,1097,290,5,0,7,338,1287,3,5,9,0
2513,1893,51,2691,2719,3,0,10,505,1109,1,9,37,1
2514,5179,20,3468,2256,3,3,5,788,1216,4,6,0,1
2515,3136,8,1882,915,7,0,7,914,856,2,18,13,0
2516,148,5,484,1778,1,0,7,487,1304,1,7,1,0
2517,5507,18,520,267,1,4,2,832,351,2,6,16,0
2518,3505,7,1720,477,4,1,7,80,1075,4,16,15,0
2519,4910,7,1425,200,2,0,1,91,528,1,9,1,0
2520,4151,8,2886,597,2,1,1,1185,1193,3,8,16,1
2521,2290,7,2823,124,3,1,7,553,1046,1,7,26,1
2522,2950,9,2592,2346,7,2,7,367,1267,0,13,6,1
2523,862,6,2501,259,3,0,3,1270,278,0,2,1,1
2524,4612,6,1024,3,1,0,7,1245,996,0,2,1,0
2525,2953,7,2053,101,3,0,7,1293,229,0,8,16,0
2526,2892,10,1505,1722,2,1,1,363,511,2,6,21,0
2527,3437,5,3578,289,1,2,7,723,1312,2,2,8,1
2528,1287,5,1126,1330,3,0,1,1294,1056,3,2,1,0
2529,1039,9,1343,937,1,0,7,576,383,2,6,0,0
2530,6078,9,3111,449,2,5,1,1098,604,2,12,27,1
2531,5715,9,2560,226,2,0,7,428,1278,2,4,9,1
2532,5751,10,4086,748,1,5,7,670,1096,3,9,8,1
2533,1181,17,1643,2170,11,1,8,903,437,4,14,16,0
2534,2215,16,3404,2421,2,0,3,546,150,1,3,8,1
2535,3978,12,4133,1654,2,0,1,490,1381,2,8,34,1
2536,4707,7,4081,151,2,0,7,420,754,2,11,29,1
2537,3885,8,1826,2237,3,0,2,487,1306,0,9,1,0
2538,5082,7,2219,251,1,0,7,945,1001,3,9,8,1
2539,41,11,3082,1004,4,1,2,450,1373,0,8,1,1
2540,5118,5,2509,629,1,0,7,956,968,1,12,1,1
2541,4985,6,965,302,1,2,7,139,1353,2,13,1,0
2542,3720,13,1723,773,2,3,1,1169,1404,2,4,17,0
2543,213,5,2790,462,1,0,7,507,1279,1,7,26,1
2544,1724,15,177,2721,12,3,2,450,1373,2,4,16,0
2545,1571,7,2411,1438,2,0,3,380,168,1,8,1,1
2546,4404,12,3040,237,3,6,7,1199,907,2,2,8,1
2547,5753,5,519,182,1,3,7,671,1228,0,5,1,0
2548,2504,6,4059,418,5,1,2,1065,1069,2,2,1,1
2549,369,9,1736,2329,5,0,1,1015,115,2,7,8,0
2550,2572,5,3991,1438,7,3,7,338,1287,2,6,9,1
2551,5938,17,1652,448,2,1,1,1145,1284,2,11,1,0
2552,1012,5,1488,1785,3,1,7,890,1338,1,8,24,0
2553,2554,6,469,404,1,0,7,53,894,2,8,1,0
2554,42,13,1824,410,2,2,3,450,1373,3,4,3,0
2555,607,5,1745,57,1,0,7,553,1046,0,10,1,0
2556,1100,11,1549,2164,5,0,1,354,1138,2,8,1,0
2557,2677,5,4206,261,1,3,1,341,727,2,5,32,1
2558,6079,11,844,408,1,0,7,1098,604,3,9,27,0
2559,2585,6,57,1441,7,0,7,338,1287,3,5,1,0
2560,2352,9,402,2095,7,1,4,28,1246,3,11,13,0
2561,1964,6,1361,1637,4,0,7,6,948,1,12,34,0
2562,157,14,4389,2621,3,2,4,487,1304,1,11,17,1
2563,339,12,1461,2415,3,2,7,297,1079,3,5,0,0
2564,3549,5,499,623,2,0,7,91,528,1,6,16,0
2565,5011,10,3464,739,1,0,2,160,688,4,6,1,1
2566,2261,5,1672,1671,2,0,1,550,791,2,5,8,0
2567,240,11,4129,1712,1,2,4,513,1274,3,9,8,1
2568,1425,5,4139,1837,2,1,7,369,707,4,8,15,1
2569,5853,6,4438,110,2,0,7,693,1377,2,2,1,1
2570,4980,10,1460,254,2,0,1,137,964,2,9,21,0
2571,5657,11,1140,851,5,1,7,412,1045,2,8,26,0
2572,13,19,2134,2787,2,0,8,442,661,3,9,1,0
2573,325,10,3550,1241,5,0,7,293,1361,3,11,15,1
2574,5992,5,719,87,2,2,1,769,416,2,11,13,0
2575,474,6,1808,1745,2,0,7,18,709,1,3,1,0
2576,264,86,2690,2773,9,0,28,520,548,3,6,29,1
2577,496,5,2239,1038,3,0,7,858,804,2,7,15,1
2578,31,7,3167,1457,6,0,1,447,1290,4,9,1,1
2579,5528,7,2202,1939,1,0,1,247,898,4,11,15,0
2580,5238,8,338,103,2,0,7,211,906,1,8,1,0
2581,3565,16,2837,2432,4,2,3,96,1399,4,9,0,1
2582,4138,5,3341,90,1,1,7,1185,1193,2,1,0,1
2583,5446,6,467,1062,2,1,1,723,1312,1,5,9,0
2584,909,6,3152,138,3,0,7,338,1287,1,3,8,1
2585,468,7,88,408,3,1,1,542,1319,2,11,15,0
2586,2493,6,3014,1471,2,3,7,1065,1069,4,3,9,1
2587,3927,5,3777,39,1,0,7,211,906,3,8,0,1
2588,1140,5,1177,15,1,0,7,1287,216,1,10,1,0
2589,4526,10,3181,1867,2,0,2,272,541,1,3,1,1
2590,2039,5,3832,288,1,0,1,8,1053,1,10,1,1
2591,4886,5,3097,786,2,0,7,77,832,2,4,1,1
2592,2778,81,3454,2702,13,1,26,355,1245,3,13,15,1
2593,5004,10,3429,1057,1,3,2,924,1376,2,6,0,1
2594,5703,13,1455,678,1,2,7,425,627,4,11,8,0
2595,3653,13,3479,1334,3,0,7,112,940,1,15,1,1
2596,5726,6,645,129,3,0,7,741,838,2,10,15,0
2597,1490,5,3053,289,1,1,7,91,528,1,7,1,1
2598,522,7,2875,201,1,1,2,1035,1260,2,10,1,1
2599,2616,12,1820,2299,2,2,7,1273,584,3,19,0,0
2600,5898,5,465,66,1,0,7,1140,426,3,14,8,0
2601,2785,6,3494,1431,2,0,7,75,1288,3,2,0,1
2602,2002,5,1593,1633,2,0,7,527,346,1,4,1,0
2603,266,5,594,960,2,2,7,521,53,3,4,26,0
2604,1019,9,4105,1620,3,1,7,890,1338,2,9,8,1
2605,3367,6,4331,383,0,0,7,14,724,4,5,26,1
2606,1771,6,1274,483,3,0,7,467,1086,0,15,1,0
2607,4190,10,1939,1466,2,5,1,398,342,4,5,13,0
2608,1733,5,392,2453,2,0,1,450,1373,2,5,8,0
2609,2991,15,211,1440,4,0,12,1322,1220,2,8,0,0
2610,5006,7,2873,280,3,3,7,157,878,2,4,9,1
2611,527,6,2600,721,1,0,1,321,955,2,7,13,1
2612,1640,5,652,220,2,5,7,383,409,1,10,17,0
2613,2641,5,1284,978,3,4,7,890,1338,3,12,4,0
2614,5466,6,61,2372,3,3,4,723,1312,2,11,7,0
2615,5287,10,1196,430,2,3,4,987,1172,2,14,3,0
2616,4310,8,2667,1550,2,0,2,789,263,2,5,12,1
2617,2454,6,3307,304,1,2,7,38,370,1,5,0,1
2618,1743,8,3004,1848,1,0,7,452,648,3,22,15,1
2619,2497,9,1913,2348,4,11,1,1065,1069,4,7,9,0
2620,1948,86,2690,2773,9,0,28,520,548,3,6,29,1
2621,4477,5,2946,847,1,0,7,970,366,2,24,32,1
2622,5622,7,44,278,1,1,1,260,1213,3,18,1,0
2623,5353,7,1806,372,1,2,1,1007,873,3,7,8,0
2624,1465,10,4235,1402,3,1,8,911,420,4,6,8,1
2625,4232,9,570,770,2,3,1,786,85,1,7,7,0
2626,816,8,1840,304,5,0,1,1063,1002,2,12,23,0
2627,5543,8,1174,1694,2,3,7,837,1064,0,7,1,0
2628,3559,5,1366,1380,1,0,7,742,162,3,12,1,0
2629,4596,9,4283,291,3,2,2,806,1224,2,4,26,1
2630,1740,3,3473,1226,5,3,1,450,1373,2,6,0,1
2631,153,9,4362,2448,2,1,3,487,1304,1,6,1,1
2632,2169,17,2141,2384,4,2,1,542,1319,2,7,26,0
2633,3122,10,1463,2254,4,2,7,372,91,3,6,0,0
2634,5843,8,4272,239,2,3,1,689,533,1,3,8,1
2635,5031,7,449,1526,1,0,7,929,391,1,13,1,0
2636,3337,7,1537,1849,1,0,1,923,1089,0,16,1,0
2637,519,5,1157,787,2,2,7,321,955,2,13,1,0
2638,2115,10,2471,437,2,0,1,312,1269,1,10,30,1
2639,4325,7,3079,228,1,2,1,954,473,1,13,0,1
2640,1222,59,2564,2753,7,0,14,362,1117,0,5,27,1
2641,5523,13,1103,1211,1,1,1,835,759,2,5,9,0
2642,2679,6,1019,127,3,0,7,341,727,2,4,0,0
2643,4998,7,1626,1277,1,1,1,153,946,4,10,4,0
2644,5897,7,4382,1111,1,0,1,1140,426,2,3,8,1
2645,3510,11,371,1948,6,0,4,80,1075,4,8,15,0
2646,4380,53,3352,2712,7,5,13,791,1041,4,13,1,1
2647,4370,7,1380,1672,1,0,2,252,801,1,5,1,0
2648,5339,6,3806,1394,1,1,1,806,1224,2,5,16,1
2649,1725,6,2552,379,1,0,7,450,1373,1,8,5,1
2650,3004,5,2877,57,1,1,7,1295,184,2,9,1,1
2651,2854,63,1376,2736,3,4,15,905,914,2,3,8,0
2652,4243,7,1383,632,1,0,7,1196,1250,3,6,1,0
2653,836,23,3871,2256,1,1,1,1065,1069,3,5,9,1
2654,3023,8,3856,646,3,1,1,585,1320,2,10,0,1
2655,4846,13,1350,1422,2,2,7,56,429,2,8,30,0
2656,2068,5,364,1303,2,1,7,541,252,1,5,1,0
2657,5748,8,3658,1734,2,2,7,669,865,2,9,1,1
2658,5332,9,3238,1477,2,0,1,999,208,2,2,3,1
2659,4331,8,3683,915,2,0,7,1223,1258,2,12,1,1
2660,1656,7,1618,2588,1,6,1,923,1089,1,6,1,0
2661,5063,6,3031,1267,3,1,1,170,183,4,8,30,1
2662,2468,6,2290,405,3,0,7,569,918,2,7,4,1
2663,2745,8,1045,1151,3,0,1,348,47,1,11,1,0
2664,790,5,1616,271,2,0,7,40,1097,2,10,9,0
2665,4250,6,407,2033,4,0,7,1218,592,1,4,1,0
2666,4110,9,3330,632,2,2,1,1185,1193,2,5,8,1
2667,400,5,1327,167,1,2,7,1022,1389,4,10,8,0
2668,3099,7,3880,553,1,0,7,588,1383,2,3,1,1
2669,3929,10,373,940,1,0,1,488,1345,1,5,18,0
2670,2224,6,194,1662,3,2,7,322,129,1,6,8,0
2671,4618,7,1988,1029,2,0,7,412,1045,2,13,26,0
2672,2348,8,2794,1838,4,1,7,28,1246,4,4,8,1
2673,2238,22,1412,2049,10,8,6,1040,203,4,11,8,0
2674,4308,8,1482,661,0,0,7,245,1296,4,14,1,0
2675,4685,5,255,1150,3,2,7,1213,566,1,2,15,0
2676,4995,6,2656,1219,5,0,7,149,1015,1,5,17,1
2677,5172,13,1372,1403,1,2,2,788,1216,3,5,8,0
2678,4247,17,984,1645,7,0,8,1218,592,1,3,1,0
2679,3514,7,3179,1056,1,0,4,80,1075,3,6,6,1
2680,2593,6,2729,83,2,1,7,338,1287,2,4,1,1
2681,5676,5,2066,1222,1,1,0,421,245,1,14,1,0
2682,2646,5,1047,125,1,0,7,62,328,2,9,1,0
2683,5438,5,2378,306,1,0,7,815,285,2,8,16,1
2684,5470,7,1585,55,1,0,1,723,1312,1,9,1,0
2685,4422,6,528,543,0,5,7,1231,333,1,10,15,0
2686,2294,14,3830,2028,4,0,7,871,915,2,13,1,1
2687,5648,16,3227,2054,6,4,6,410,1292,1,9,9,1
2688,476,5,2788,1818,2,2,7,314,461,0,6,1,1
2689,465,5,87,49,2,2,7,542,1319,2,11,1,0
2690,1899,9,2044,270,3,0,7,507,1279,2,2,15,0
2691,9,6,99,652,4,0,7,441,1028,1,7,8,0
2692,5612,17,869,1345,5,2,2,403,945,2,11,8,0
2693,4632,5,2184,90,1,0,7,807,534,0,6,1,1
2694,3658,8,2710,901,0,4,7,114,1212,1,8,1,1
2695,710,8,1014,794,4,4,1,29,1252,3,8,1,0
2696,1323,5,2626,1113,3,0,7,1322,1220,1,9,15,1
2697,1983,8,1809,625,1,0,7,289,1155,1,11,16,0
2698,1920,15,2759,1716,1,3,1,1003,1133,2,11,7,1
2699,5916,15,2582,2196,2,0,2,1143,666,4,4,15,1
2700,835,13,4238,2468,4,4,6,1065,1069,4,4,9,1
2701,1985,5,193,149,4,0,7,289,1155,0,17,1,0
2702,3800,11,996,372,2,2,4,192,852,3,14,1,0
2703,5589,5,3000,163,1,1,7,401,750,1,12,16,1
2704,3713,5,4449,935,1,3,7,133,1013,2,8,36,1
2705,245,8,686,1048,6,3,3,283,1346,3,12,1,0
2706,4492,9,4354,366,2,0,7,1204,783,4,12,16,1
2707,4638,5,3641,582,1,0,7,667,758,2,6,1,1
2708,319,5,379,745,1,0,7,527,346,3,6,1,0
2709,4709,5,639,168,1,0,7,671,1228,0,8,1,0
2710,2579,6,3152,138,3,0,7,338,1287,1,3,8,1
2711,5506,7,1403,1050,1,4,2,245,1296,4,9,16,0
2712,4565,7,1184,82,1,3,0,273,876,4,12,9,0
2713,5328,5,3786,175,1,0,7,1122,893,2,5,1,1
2714,2969,7,1844,1343,1,0,7,1295,184,3,9,32,0
2715,3414,6,3329,132,0,0,7,44,1391,0,11,1,1
2716,3403,6,754,1013,0,0,7,38,372,1,8,1,0
2717,3660,6,207,36,1,0,7,115,1282,3,15,0,0
2718,2386,6,3050,782,3,1,7,874,884,2,9,26,1
2719,3869,9,2826,1844,1,0,2,1175,1294,1,9,27,1
2720,2997,6,2845,1962,1,0,1,1323,95,4,12,15,1
2721,4262,8,350,1542,1,0,7,533,1183,3,7,15,0
2722,3833,10,3983,1925,1,2,2,612,892,2,9,1,1
2723,412,9,4394,274,2,0,7,1022,1389,3,5,1,1
2724,5374,33,39,2727,3,0,9,617,995,1,9,27,0
2725,5096,6,2814,209,1,3,1,187,1249,1,9,4,1
2726,2402,8,2611,2251,1,1,2,563,743,1,7,16,1
2727,2418,13,3211,2710,10,5,3,878,656,1,9,13,1
2728,1500,8,273,460,2,0,1,1074,1236,3,10,0,0
2729,3401,11,3943,456,1,2,3,38,372,0,5,1,1
2730,6098,17,82,1343,6,4,4,310,1310,3,5,9,0
2731,5,5,1854,1579,2,1,7,439,640,2,7,37,0
2732,2920,7,3423,422,1,2,7,80,1073,2,7,4,1
2733,2060,12,3409,2688,7,0,1,538,1161,1,12,4,1
2734,5593,7,1071,599,3,1,7,253,633,0,3,1,0
2735,1736,5,2499,2217,2,0,7,450,1373,3,9,33,1
2736,840,6,1411,915,1,0,1,48,1187,1,6,1,0
2737,5555,6,2761,173,1,0,7,250,489,3,4,17,1
2738,1747,6,4391,175,1,0,7,455,83,1,13,1,1
2739,1674,8,1536,1799,3,9,8,923,1089,3,6,2,0
2740,1793,14,471,1995,4,0,4,472,817,3,7,1,0
2741,4430,6,1499,760,1,0,1,964,423,4,7,15,0
2742,3994,5,3396,512,2,0,7,221,1351,2,4,31,1
2743,2127,6,2695,996,1,1,1,312,1269,4,9,30,1
2744,1684,8,2272,553,4,0,1,97,1077,2,10,1,1
2745,4336,7,349,1458,3,0,7,247,898,2,5,15,0
2746,938,5,2900,57,1,1,7,338,1287,1,13,16,1
2747,5493,5,2671,21,1,0,7,828,181,2,22,15,1
2748,1932,18,711,2200,3,0,2,1006,415,0,6,16,0
2749,5547,8,4399,1086,1,0,1,1128,1364,2,8,1,1
2750,5890,6,3160,50,0,0,7,709,132,1,14,14,1
2751,6100,7,2446,616,1,4,1,312,1272,3,7,13,1
2752,629,5,2944,735,2,0,7,26,417,1,16,16,1
2753,4766,10,3264,1886,3,0,7,424,1363,1,8,1,1
2754,4056,5,716,2279,2,0,7,229,781,2,9,1,0
2755,650,7,3285,2352,4,2,7,872,1253,2,4,1,1
2756,3749,5,2598,43,3,0,7,1169,1404,3,8,23,1
2757,3229,5,3034,508,1,2,7,1076,32,1,7,0,1
2758,3959,6,1825,146,1,0,7,633,1160,3,10,1,0
2759,3548,9,3457,336,1,0,1,91,528,2,12,1,1
2760,5447,6,523,2313,5,1,2,723,1312,1,3,8,0
2761,5255,8,1516,2311,2,0,3,1113,703,1,4,8,0
2762,5153,7,2360,620,0,0,2,962,808,2,14,1,1
2763,3900,42,3624,2560,3,0,10,629,764,1,6,1,1
2764,5425,7,953,1113,3,2,7,814,1354,3,12,30,0
2765,2835,6,3544,57,2,3,1,356,1118,3,10,33,1
2766,4597,8,3985,156,2,0,2,806,1224,2,5,1,1
2767,2865,9,3723,2312,4,1,1,1314,73,4,9,8,1
2768,4123,6,3476,981,1,0,7,387,387,4,9,1,1
2769,5682,20,4072,2592,1,1,3,423,1375,3,14,27,1
2770,1175,5,1841,2236,3,0,7,1289,1092,1,8,18,0
2771,567,11,1595,1376,4,1,1,1045,1024,2,7,1,0
2772,5285,8,2815,1840,4,2,5,220,736,1,10,26,1
2773,3332,7,3368,336,5,3,1,597,1222,0,6,1,1
2774,329,6,2384,115,2,0,7,6,948,3,5,4,1
2775,239,10,636,1443,2,1,1,513,1274,3,16,8,0
2776,5357,7,2224,272,3,1,7,1344,34,1,3,1,1
2777,1123,8,2274,921,2,0,7,76,928,2,7,15,1
2778,5174,5,2068,666,1,2,7,788,1216,1,6,1,0
2779,4302,6,2417,170,1,2,1,1196,1250,2,5,8,1
2780,2368,12,1798,2424,3,3,3,28,1246,1,11,6,0
2781,202,8,972,62,2,2,7,501,970,0,8,1,0
2782,2212,23,2986,2494,5,0,9,546,150,2,4,1,1
2783,4357,8,2057,992,0,5,7,1196,1250,4,7,1,0
2784,4434,6,2196,253,2,1,7,1235,167,3,3,16,1
2785,3057,15,1340,2009,2,0,0,588,1383,3,3,1,0
2786,2553,5,2551,92,2,1,7,338,1287,1,5,21,1
2787,5021,5,2651,1274,1,0,7,163,448,4,11,1,1
2788,2377,7,262,542,2,0,7,1259,687,1,17,1,0
2789,4058,8,595,2172,2,0,2,230,786,3,5,8,0
2790,2803,8,2413,918,5,1,2,76,928,2,6,1,1
2791,1475,6,862,2070,3,0,3,588,1383,1,2,1,0
2792,471,6,4293,424,1,0,7,18,709,1,6,8,1
2793,808,5,2766,57,1,1,7,335,398,0,9,1,1
2794,2038,11,1332,386,1,1,7,297,1079,2,9,1,0
2795,1880,6,191,1905,5,0,7,498,1147,2,10,27,0
2796,767,14,4049,2479,5,0,6,1057,1134,2,2,1,1
2797,3822,6,4251,424,0,0,1,610,904,3,4,4,1
2798,428,8,1020,229,3,0,7,1024,844,2,12,1,0
2799,5942,5,516,240,2,0,7,1147,367,4,13,30,0
2800,4613,7,4467,211,0,1,7,1245,996,0,5,30,1
2801,2738,8,3084,1471,1,0,2,577,814,2,6,27,1
2802,3949,13,4132,1371,1,5,1,212,375,3,10,0,1
2803,4858,5,1725,694,2,0,1,67,1094,3,8,8,0
2804,566,13,3701,2434,3,0,3,1044,294,3,10,9,1
2805,2756,5,2305,85,1,1,7,579,200,1,3,22,1
2806,3475,6,4328,1218,3,1,7,67,1094,3,8,8,1
2807,1408,13,1158,1402,3,0,5,588,1383,4,5,1,0
2808,1758,5,3089,467,4,0,7,461,1198,2,5,1,1
2809,273,27,2015,1286,5,14,2,1008,1392,3,9,9,0
2810,777,6,2364,1052,3,0,1,1266,897,3,11,1,1
2811,4363,18,1321,2774,3,1,7,541,254,1,10,1,0
2812,4337,6,3234,2016,1,0,7,247,898,3,7,15,1
2813,2277,5,2644,1125,5,1,7,870,762,2,9,1,1
2814,4017,9,2511,442,3,0,2,1178,1371,4,3,1,1
2815,2606,5,1493,461,3,0,7,338,1287,0,10,1,0
2816,2779,10,2962,2127,10,2,2,355,1245,3,4,15,1
2817,5560,45,2608,2639,4,0,14,645,991,2,7,29,1
2818,5365,19,676,2082,4,10,4,613,304,3,4,29,0
2819,284,7,664,1732,2,2,2,287,11,2,3,1,0
2820,3350,5,4026,1616,2,0,7,0,1237,1,8,8,1
2821,716,8,1804,1474,3,1,2,874,884,4,11,1,0
2822,80,16,3163,1627,3,1,6,466,166,1,6,1,1
2823,34,29,3351,2508,6,0,13,448,1337,3,12,1,1
